,Coating your mouth with Ronald McDonald's special sauce.
,Cobwebs
,Cocaine
,Cocaine Filled Birthday Loot Bag
,Cocaine infused K-Cups®.
,Cocaine.
,Cock and Ball Torture
,Cock blocking your best friend.
,Cock blocking your mate
,Cock blocking.
,Cock cancer
,Cock Coordinator
,Cock fights.
,Cock magic.
,Cock Ring
,Cock Rings
,Cock rings and free bank lollipops.
,Cock Sucking Cramps
,Cock Sucking Lips
,cock-a-doodle-dooo!
,Cock-fights.
,Cock.
,Cockasaurus rex: the horniest dinosaur of them all.
,cockblocking
,Cockblocking bayb cries
,Cockfights.
,Cockhenge.
,"Cockissimo Fantastico, the legendary lover with the wondrous wang."
,COCKPUNCHER!
,Cockraoches?
,Cockroaches
,Cocks
,Cocksucker
,Cocktimus Prime: the laser-guided dildo rocket.
,"Cockulous Maximus, tremendous tallywacker of Tripoli."
,Coconut oil.
,Coconut water.
,CoD: Cum on Dicks.
,Code phrases to signify menstrual periods
,Coded tweets
,Coed prisons.
,Coffee
,Coffee so black that it starts picking cotton.
,Coffee so strong that it can be used for vision quests.
,Coffee Time patrons
,"Coffee, gin, and Xanax"
,Coffee.
,Coffins.
,Cognitive bias.
,Coitus interruptus
,Coitus.
,Coke Million.
,Cold baptismal water.
,Cold hard cash
,Cold pizza
,"Cold-cocking a stranger who felt compelled to conjecture you ""must be getting close!"""
,Cold-pressed nectar of Trump.
,"Cold, hard cash."
,Coleslaw
,Colin Craig's poetry
,Colin Craig's poetry…
,"Collapsing into singularity. Twenty minutes fo foreplay, three minutes of coitus, five minutes of rest, back to the yards for some croquet."
,Collateralized debt obligations.
,Collecting all seven power crystals.
,Collecting exhaust samples.
,Collecting taxes.
,College rejection letters.
,College students turning alcohol into regret.
,College tuition
,College.
,Colluding with Russia.
,Colonel Sanders' stolen valor.
,Colonic chronic: Poo that gets you high.
,Colonic Irrigation
,Colonisation
,Coloring on the walls
,"Columbine High School's new mascot, the Fightin' Early-Intervention Peer Mediator."
,Columbine.
,Combat Jews wearing camo yarmulkes.
,Combat smells.
,Combing my pubes to get all the rusk crumbs out.
,Combing out the dingleberries.
,Comcast customer service.
,Come again
,come into my rose garden
,"come out, come out, whereever you are!"
,Comfortable sweatpants.
,Comforting the comfortable.
,Comfy sweats and premium ice cream.
,Comic books
,Comign back from the dead.
,Coming first
,Coming home drunk and setting the cat on fire.
,Coming home from college to find my room was given away to my younger siblings and I've been forgotten
,Coming home with dirty hooker stench.
,"Coming home, unwinding, and binge-watching an entire TV series."
,Coming on to your boss
,Coming out of the closet
,Coming out of the closet.
,Coming soon
,Coming to terms with the fact that your intervention is the problem
,"Coming to the sudden realization that if Superman were gay, he'd be the world's first Solar Power Bottom."
,Coming together
,Command Maintenance.
,Commandant Pappie's unnecessary war on unit ball caps.
,Commander's Call.
,Commando
,Commenting with aggressive memes on Mark Zuckerberg's posts.
,Comments on the internet.
,Commissary baggers of the Orient.
,Commissioned officers.
,Committing suicide at the Old Country Buffet.
,Committing suicide.
,Common Core math
,Common sense gun control laws.
,Common-sense gun control legislation.
,Communal shitting
,Communion waffers.
,Communism.
,Communist bastards.
,Compassion for the handicapped.
,Competing against 20 other women for the love of Flava Flav.
,Competitive eating.
,Competitive shitting.
,Competitive spooning.
,Complaining that 50 cents spent on lunch was a rip-off
,Complaining.
,Completely drunk organizers.
,Completely running out of fucks.
,Completely unwarranted confidence.
,Complicated math equations.
,complimentary fruit flavored condoms
,Complimenting someone's dress sense in person while blasting their poor taste on social media.
,composing a little treatise
,Comprehensive immigration reform.
,Compulsively clean coal.
,Computer Engineer Barbie®.
,Computers.
,Concealed weapons
,Concealing a boner.
,Concealing an erection.
,Conceiving on the first date
,Concentration camps.
,Condensing centuries of economic exploitation into 90 minutes of gaming fun.
,Condoleezza Rice
,Condoleezza Rice.
,Condom
,Condoms
,Condoms in the restrooms at the Exchange.
,Conduct unbecoming of an officer.
,Conducting business on the toilet.
,Conducting unethical science experiments.
,Confiding in your best mate about your unusual fetish
,Confirmation season.
,Confirmed kills.
,Confiscating and burning books.
,Conflicting personalities
,Confronting a passive aggressive colleague
,Confronting deportation fears.
,Confused construction workers.
,Confusing Denver Health with a dispensary.
,Confusing possessions with accomplishments.
,Confusing Taco Bell® with good Mexican food.
,Confusing Tijuana with North Korea.
,Conga lines at conferences.
,Congenital birth defects.
,Congratulating someone on the results of their unprotected sex.
,Congratulatory snaps
,Congregant's wallets
,Congress
,Congress examining your emails and finding out you're subscribed to www.muffdivers.com.
,Congress’s flaccid penises withering away beneath their suit pants.
,Conjugal visits
,Connection.
,"Conquer the world, feed the hungry and finally put an end to Oxford commas."
,conscealing a boner.
,consensual sex
,Consensual sex with a gorilla.
,Consensual sex.
,"Consensual, nonreproductive incest."
,Consent.
,Conservative talking points.
,Considering celibacy after another shit relationship
,Considering dealing drugs for extra money
,Considering handing in your notice and fucking off  the world
,Considering paying for sex to end the dry patch
,Considering the date successful when they put their phone down for more than 50% of the time.
,Console games
,Conspiracy theories.
,Conspiracy theorists
,Conspiracy theorists claiming that martial law is near.
,Conspiracy theorists.
,constant complaining
,constant failure
,constant government surveillance
,"Constantly being asked, ""Is it in yet?"""
,Constantly being pregnant.
,Constantly being put on the watch bill because nobody likes you.
,Constantly consuming content.
,Constantly functioning on 4 hours of sleep.
,Constantly making plans with my partner to psotpone breaking up.
,Constantly undermining each other.
,Constantly wetting the bed.
,Constipation with so much pressure the poop turns to diamonds.
,Constipation.
,Consultants
,Consultants.
,Consumer whore.
,"consuming 4,000,000 of dollars"
,Consuming an edible before work.
,Consuming undercooked eggs or poultry.
,Consummation.
,Contacting your cryptographer friend at the NSA for help in translating the poor grammar and spelling in a profile.
,Contagious face cancer.
,Contaminating a School`s water supply with HIV
,Contemplating bribing the arresting officer with sexual favours
,Contemplating predetination.
,Content.
,Continuing to party despite a potentially serious injury.
,Contraception.
,Contracting AIDS from a cute rebel leader
,Contracting dick fungus from a shipmate's Japanese robotic fuck doll.
,Contracting dick rot from the hair clippers your rackmate used on his rat nest-like pubes.
,Contracting HIV just to spread it.
,Contributing to the delinquency of a minor
,Convenience fees.
,Convenience stores
,Conversations about gluten
,Conversations with an indifferent moose.
,Conversion therapy.
,converting Jews to Christians
,Converting to Islam.
,Converting your sex dungeon into a baby room
,converting your spare bedroom into a crack den
,Convincing Asians you're a celebrity.
,Convincing Congress to officially declare war on crying babies.
,Convincing my friend I watched the video he shared.
,Convincing my roommate I'm not a slob ass piece of shit.
,Convincing yourself the drive-thru is a healthy dinner option
,"Convoncing your mom to Google ""Lemon Party""."
,cony-catching
,Cooked pizza rolls with a frozen center
,Cookie dough on a cone.
,Cookie Monster devouring the Eucharist wafers.
,Cookies and Cream.
,cooking bacon on the hot barrel of a recently-fired assault rifle
,Cooking meth in a 16-foot RV.
,Cooking oil lube.
,"Cooking, serving, and smoking meth."
,Cool 90s up-in-the-front hair.
,Cool beans
,Cool war trophies and stuff.
,"Cool, relatable cancer teens."
,Cooties
,"Coping mechanisms that don't involve fucking, fighting, or drinking."
,Copping a feel from Old Glory.
,Copping a feel.
,Coppnig a feel.
,Copying homework.
,copying the ducks
,Core.
,Corn dogs.
,Corn.
,Cornhole 101: just drop it in the hole.
,Corpse looting.
,Corrupting the mind of a child.
,Corruption
,Cortana.
,Cosmic bowling.
,Cosplay cats.
,Costco on a Saturday
,Costco® food samples.
,Cottaging.
,Cotton candy flavored lube
,Couch  potatoes
,Cougars
,Cougars.
,Coughing into a vagina.
,Coughing loudly to let the priest know to wrap it up.
,Coughing up green phlegm.
,Counseling chits.
,Count Chocula.
,counterfeit goods
,Counterinsurgency the old fashioned way.
,Counting the days until they move out
,Country Calendar: After Dark
,Country music legend Toby Keith.
,couples therapy
,Couples who color coordinate outfits.
,couples' therapy
,Courageousely going ahead with that racist comment.
,Court-ordered rehab.
,Court-ordered winning.
,"Cover bands or cover-ups, whichever"
,Covering myself with ketchup and mustard because I am a hot dog.
,Covering myself with Parmesan cheese and chili flakes because I am pizza.
,Covering up the tattoo of a past lover with a c-setion scar.
,Covering your ears and screaming.
,Covering your genitals in peanut butter so your dog will go down on you
,"Covering yourself in Vaseline, laying on the floor, and pretending to be a slug."
,Coveting your neighbor’s polyamorous lifestyle.
,Covfefe
,Covfefe.
,Cow tipping
,Cow tipping.
,Cow udders
,Cowabunga dudes
,Cowboy erotica.
,Coyote services inflation.
,Crab-walking from the toilet to get more toilet paper.
,"Crab, my dog"
,Crabapples all over the fucking sidewalk.
,Crabs
,Crabs Adjust Humidity.
,Crack baby basketball.
,Crack hoes that'll do pretty much anything.
,Crack Houses
,Crack houses.
,Crack-Smoking Politician(s)
,Crack.
,cracking nuts
,Cracking up
,Craft beer
,Crafting a matress in the pulper room from banana peels and freshly cut hair.
,Craigslist missed connections
,Craigslist prostitutes.
,Craigslist sex ad.
,Cramming it all the way in.
,Cranking it in the portashitter.
,Cranking the stereo when Josh Groban comes on
,Cranking.
,Cranky Old Man 2: Get Off My Lawn!™ New from Capcom Games!
,"Cranky, sleep-deprived school principals."
,Crapping in a filing cabinet.
,Crappy 1980's plastic Halloween costumes with a character printed on it
,Crashing a funeral.
,Crashing a GOV and then just walking away.
,crashing a helicoptor into a carpark next to a football stadium
,Craving Church wine.
,Craving popularity.
,Crawling into a vagina.
,Crayon-colored vomit
,Crazy anal orgasms.
,Crazy hair day
,Crazy hot cousin sex.
,Crazy monster masks.
,Crazy opium eyes.
,Crazy raccoons
,Crazy talk
,Crazy Wild Party Girls
,Creaky stairs
,cream of some young guy
,Creampie Eating
,Creampie gangbang videos
,Creamy Delicious Pus
,"creamy foam, all spangled with golden gleamings"
,Creamy knickers.
,"Creamy slices of real, California avocado."
,Creamy Thighs
,Create a cheese that can only solidify in your crotch.
,Creating perfect camel toe.
,Creation science
,Creationism
,Creationism.
,Credit scores above 700.
,Creed Bratton
,Creed.
,Creed's greatest hits.
,Creeper.
,Creepy crawlers
,Creepy guys at the edge of the dance floor.
,Creepy kink guys who prey on newbies to the scene.
,Creepy Old Men
,Cremating the family pet.
,Crew rest.
,Cried After Orgasming
,Crime dramas
,Crime scene sex.
,"Criminals, drug dealers, rapists, etc."
,Crippling debt.
,Crippling OC D.
,Crippling social anxiety.
,Crippling status anxiety.
,"crisp, shrivelled blubber"
,Critical thinking.
,Critically acclaimed films
,Crooked Cops
,Crop dusting
,Crop dusting.
,Cropdusting a group of quadriplegics.
,Cross-dressing dads coming out to their adult children
,Cross-generational sex talk.
,Crossing guards with booze breath
,Crossing my heart and hoping to die
,Crossing piss streams over the face of a dead haji.
,Crossing swords.
,Crotch kicks.
,Crotch rockets.
,Crotch rot.
,Crotchfruit.
,Crotchless knickers
,Crotchless panties
,Crotchless panties.
,Crowd control with a poop-gun.
,Crowdfunded Genocide
,Crowdfunding my daughter's bone marrow transplant.
,Crowning.
,Crucifixion.
,Cruising in your Black Cadillacs.
,Crumbs all over the bloody carpet.
,Crumbs all over the god damn carpet.
,Crumbs from the dessert I snuck into my room last year.
,Crumpets with the Queen.
,Crunch Berries
,"Crunchy snacks for big, flappy mouth."
,Crunchy snacks for my big flappy mouth.
,Crusher Collins
,Crushing birth control pills into her breakfast every morning
,Crushing Clams
,Crushing debt.
,Crushing Mr. Peanut's brittle body.
,Crushing on a lunch lady.
,Crushing on the Youth Minister.
,"Crushing people's hopes and dreams, just for fun."
,Crushing the patriarchy.
,"Crushing your enemies, seeing them driven before you, and hearing the lamentations of their women."
,Crusty Boogers
,Crusty toothbrush
,Crusty Underwear
,Cry baby
,Crying after your first love dumps you
,Crying and shitting and eating spaghetti.
,Crying babies.
,Crying during sex.
,Crying in the bathroom.
,Crying in the fetal position.
,Crying into the pages of Sylvia Plath.
,Crying kids in Church.
,Crying Nazis.
,Crying over spilled breast milk
,Crying racism every time some asks for their coffee black. (sic)
,Crying racism when you don't get your way.
,Crying until your eyes turn red and everyone notices.
,Crying when you receive your Navy Ball Cap after Battle Stations.
,Crying.
,Cryopreserved cord blood.
,crystal goblets of Persian sherbet
,Crystal meth.
,Cthulhu.
,CTs inbreeding.
,Cuckolding
,Cuckolds
,Cuddling.
,Cult leaders
,"Cultural ""penetration"""
,Cultural appropriation.
,Cum
,Cum Dumpster
,Cum dumpster.
,Cum Guzzler
,Cum guzzlers.
,Cum Swapping
,"Cum, but it's ranch."
,Cumalot.
,Cumming deep inside my best bro.
,Cumming Hard
,Cumming on yourself and then falling asleep
,CUMSEC.
,Cunnilingus
,Cunnilingus.
,cunninglus
,Cunny muscles.
,CuntFucker9000®--for all 9000 of your cunt fucking needs.
,Cupcakes that taste like dog biscuits.
,Cupid's butt-shaft
,Curb crawling for a sneaky suck n fuck
,Curb-stomping some fool.
,Curb-stomping.
,Curbing White House gas emissions.
,Curing cancer with hand knit hats.
,Curing Ebola after it becomes a problem for people who actually matter.
,Curling one out in the changing room cubicle
,Curly fries so good you quit ISIS.
,Curly Pubes
,Currently pregnant with Eddie Murphy's 58th child
,Curse words in church
,Curse words.
,Curtis LeMay totally wrecking Airmen with his big cigar.
,Custom Built Wheelchair
,Customer service representatives
,Customer service representatives.
,Customer service representattives.
,cute baby otters
,Cute boys.
,Cute cat videos
,Cutting a hole out of the middle of your Bible to hide your condoms.
,Cutting a steek.
,Cutting coupons for ramen noodles.
,Cutting in line at the local glory hole.
,Cutting in line on black Friday.
,Cutting of the guard's ear.
,Cutting off a flamingo's legs with garden shears.
,Cutting off your genitalia and mailing it to your celebrity crush.
,Cutting the cheese
,"Cutting the liner out of your PT shorts, but only for nefarious reasons."
,Cutting the umbilical cord.
,Cutting.
,Cyber bullying.
,Cyber warriors.
,Cyberbullying.
,Cybering with diselman89.
,Cybernetic enhancements.
,Cybersex
,Cyborg killers
,Cycle gangs
,Cyril Ramaphosa.
,D-list celebrities visiting your FOB.
,Dabbing like there's no tomorrow.
,Dad bod
,Dad bods.
,Dad coming home drunk.
,Dad singing lullabies.
,Dad.
,"Dad's ""homemade gravy"""
,Dad's big sex night.
,Dad's Dick Hair
,Dad's famous chili.
,Dad's famous poops.
,Dad's Fuck Face
,Dad's funny balls.
,Dad's hemorroid pad
,Dad's meatloaf.
,Dad's special microwave dinner
,Dad's used fleshlight.
,Daddies big disappointment.
,Daddies Brown Sauce
,Daddies Brown Sauce.
,Daddies® Brown Sauce.
,Daddy
,Daddy going away forever.
,Daddy issues
,Daddy issues.
,Daddy long legs
,Daddy loving you a little too much.
,Daddy said I could
,Daddy?
,Daddy.
,Daddy's belt.
,Daddy's credit card.
,Daddy's Grindr account
,Daddy's listening skills
,Daily Mass at 6:30 am.
,Daily reminders about who actually pays the mortgage.
,"dairy-rooms, butteries, and cheeseries"
,Daisy-pulling hippies.
,Daiya cheese.* 
,Dakota Fanning.
,Dallas Cowboy Cheerleaders®.
,Damn dirty apes.
,Dan Brown novels.
,Dan Carter's underwear skidmarks
,Dan Wu's kimchi meatloaf.
,Dance
,Dance Evangelist.
,Dance fights.
,Dance with a lamp shade on my privates.
,Dance with an imaginary bong.
,"Dancers are like locusts on food, but more destructive."
,"Dancers whining to organizers about trivial, stupid shit."
,Dancers who don’t wash their hands after using the restroom.
,Dancesturbation.
,Dancing all night.
,Dancing ballroom before ballroom was cool.
,Dancing carefree in white linen pants.
,Dancing in the forest and playing in the fields.
,Dancing in the middle of a circle of Marines.
,Dancing like you just don't care
,Dancing Nuns.
,Dancing the Macarena.
,Dancing to my favorite song like I ain't ever gonna stop
,Dancing with a broom.
,Dancing with my son.
,Danger pheromones.
,Danger zone!
,Dangerous minorities.
,Dangleberries
,Dangling hotdogs over a shark tank.
,Daniel Boone's foreskin cap.
,Daniel in the lion's den.
,Daniel Radcliffe's delicious arsehole.
,Daniel Radcliffe's delicious asshole.
,Dank ass cancer weed.
,Dank meme wars between the official Facebook pages of the U.S. Navy and Saint Jude Children's Research Hospital.
,Dank memes.
,Danny DeVito.
,"Danny DeVito's bald, shiny head."
,Danny Dyer.
,Danny got to 2nd base with his grandma.
,Dare the cat to jump over a piece of pie.
,Dark and mysterious forces beyond our control.
,Dark chocolate
,dark matter
,Darmok and Jalad at Tanagra.
,"Darmonodes' elephant that so frequented the flower-market, and with low salutations presented nosegays to damsels, and then caressed their zones"
,"Darth Vader ass fucking Leia while yelling ""Who's Your Daddy""?"
,"Darth Vader ass-fucking Leia while yelling, “Who's your daddy?”"
,Darth Vader using his Force-choke to masturbate.
,Darth Vader.
,Dat ghetto booty.
,Date night.
,Date rape.
,Dating a Republican.
,Dating a senior.
,Dating Advice from Taylor Swift
,Dating Jesus.
,Dating outside my race
,Dating people with low self-esteem.
,Dating someone almost half your age... almost.
,Dating someone within 30 miles of the base.
,Dating strictly for marriage.
,Dating within the dance scene.
,Dating your dance instructor.
,Dating your daughter.
,Daughter drama
,Dave Grohl.
,Dave Matthews Band.
,David Attenborough watching us mate.
,David Bain's sweater.
,David Bain's sweater…
,David Bowie flying in on a tiger made of lightning.
,David Cameron.
,David Cameron's bacon-flavoured balls.
,David Cameron's penis in a pig's mouth.
,David Duke for VP.
,David Duke.
,David Seymour smiling through your window
,David Seymours dancing career
,David Tua's Iron Fist
,Dawn immigration raids.
,Dawn raids
,Day 293 of the Trump presidency.
,Day care
,Day drinking with Daddy
,Day Drinking with John McEnroe
,Day-drinking and using power tools.
,Day-old dirty diapers
,Daycare services at the workplace.
,Daydreaming about selling them to gypsies
,Daydreaming.
,Dead Babies
,Dead babies.
,Dead birds everywhere.
,Dead cellphone batteries
,Dead end jobs.
,Dead fish heads
,Dead Hookers
,Dead hookers.
,Dead Iraqi children.
,Dead legs from sitting on the toilet for too long.
,Dead marine mammals.
,Dead men selling wineries.
,Dead parents.
,Dead puppies.
,Dead voters
,Deadbeat dads
,"Dealin' Doug, dealin' drugs."
,"Dear Leader, Slim Dong-Un."
,Death
,DEATH BEFORE DISHONOR!
,Death by a million paper cuts.
,Death by a thousand cuts.
,Death by a tsunami of used condoms
,Death by Brazilian wax.
,Death by chocolate
,Death by PowerPoint®.
,Death by snu-snu.
,Death by Steven Seagal.
,Death by teddy bear.
,Death from above.
,Death.
,Debating cartoon logic
,Debating circumcision
,Debating your closely held beliefs with a skeptical tween
,Debt collectors.
,Decaying pussy flaps
,Decent human beings.
,deceptive advertising
,Deciding if the amazing sex was worth the amazing crazy.
,Deciding to become a professional wrestler
,Deciding to just stay pregnant forever
,Deciding to release Madeleine McCann from your sex Dungeon
,Deciding what to ferment next
,"Deciding whether babies are allowed in the ""man cave""."
,Deciding who gets to sleep in the middle.
,Deciphering a web captcha.
,Declare White Card Bankruptcy!
,Declaring Spanish as second official language of the U.S.
,Declining SGLI coverage.
,Decomposing squirrels.
,Decorating the house with vagina-inspired artwork.
,Decorating the nursery with pictures of boobs
,Decorating the platoon Christmas tree with tasteless pornaments.
,Decorative balls.
,Dedicating your Medal of Honor speech to Harambe the fallen gorilla.
,Deep colon cleaning.
,Deep conversations
,deep down I bet you're a real softie
,Deep existential loneliness.
,Deep fried Kiwi
,Deep hamstring stretches with Donald Trump.
,deep helpless sadness
,Deep spanks.
,Deep State moles.
,Deep Stick
,Deep throat
,Deep Throating
,Deep-fried anything
,Deep-friend Kiwi
,Deep-frying leftover pizza.
,Deeply inhaling your own farts.
,Deez Nuts
,Deez Nuts.
,Defeating a gorilla in single combat.
,defecating into your own hands and then slow-clapping your way out of the room
,Defending Etobicoke's right to exist
,Defending marriage from those kind of people.
,Defenestration.* 
,Defense spending.
,Defiling new car smell.
,"Defining ""safer sex"" as casual hookups under a mosquito net"
,Defining marriage at the union of one man and one woman.
,Deflated balls.
,Deflecting fuckery with your D 214.
,Deflecting fuckery with your DD 214.
,Deflowering a princess.
,Deflowering the princess.
,deformities floundering in seas of blood and blue paint
,defrauding suckers
,Defrauding the government bigly.
,Defunding Planned Parenthood.
,Degrassi High
,Déjà vu.
,delayed gratification
,Deleting gay porn from your browser history.
,Deliberate Risk Assessment Worksheets.
,Deliberately spreading STDs.
,Delicious dog food
,delicious pineapple-flavored Hawaiian semen
,Delighting in the pain of others.
,"Delirious, infectious happiness."
,Deliverance ministry.
,Delivering in a pool of champagne and rose petals
,Delousing hair Shampoo for pupils.
,Delusions of grandeur.
,Dem lil' critters.
,Dem titties.
,Demanding an end to video game addiction
,Democracy.
,Democratic-Socialism.
,Democrats.
,Demolishing that ass like a Palestinian village.
,Demon butlers.
,Demon spawn
,Demonic possession.
,Demons and shit.
,Denial.
,Denied leave.
,Dennis Rodman diplomacy
,"Dennis Rodman, professional diplomat."
,Dennis the Menace.
,Dental Dam
,Dental dams.
,dentistical-looking implements
,Denver turning down the Olympics so that it could focus on its band.
,Denver: The Final Fusion Exchange.
,Denying climate change.
,Denying sex to play video games.
,Denying the Holocaust.
,Denzel.
,depicting the incarnation of Vishnu
,Deploying mechanical sharks with laser dicks in the fight against Somali pirates.
,Deploying to Bum Fuck Egypt.
,Deploying to Kuwait. War is Hell.
,Deployment gains.
,Deport an opponent's answer!
,Deporting moms.
,depraved sex
,Depression.
,Depriving white men of the right to vote for 150 years and just seeing what happens.
,Deregulating the mortgage market.
,Derek Jeter
,Des Moines
,Descartes.
,"Describing my beer belly as ""thicc""."
,Desert Bus.
,Designated Ugly Fat Friend.
,desperate ploys for attention
,Desperate Tinder dates.
,Desperately hurling insults at Donald Trump as he absorbs them into his rapidly expanding body.
,Desperately trying to unhook a bra.
,Destigmatizing alcoholism.
,Destroying a pair of underwear.
,Destroying a piece of barracks ass like a JDAM Afghan orphanage.
,Destroying Dick Cheney's last horcrux.
,Destroying on really nice article of clothing.
,Destroying the economy.
,Destroying the evidence.
,Destroying the outdoors.
,Detroit
,Deus Vult!
,Developing secondary sex characteristics.
,Devouring 4 scoops of pre-workout before a PT test.
,Devout Muslim Mike Tyson.
,diabolical incoherences
,Dial-up internet
,Dial-up internet.
,Diamond studded grillz.
,Diamond-encrusted skates.
,Diamond-studded tampons.
,Diaper blowouts
,Diaper cream EVERYWHERE!
,Diaper Fetishes.
,Diaper liners.
,Diaper rash
,Diaper sprayer.
,Diapering.
,Diarrhea
,Diarrhea cha cha cha
,Diarrhea.
,Dick
,Dick Breath
,Dick Cheese
,Dick cheese cheesecake.
,Dick Cheney
,Dick Cheney.
,Dick Cheney's glistening forehead.
,Dick Enlarging Pills
,Dick fingers.
,Dick nipples.
,Dick pics.
,"Dick so good, you have to crawl to work the next day."
,Dick tears.
,Dickbutt.
,Dickbutt. [A chibi drawing of Dickbutt]
,Dickforce.
,Dickin'.
,Dicking around on the guitar for an hour.
,Dicktits.
,did we both finish at the same time?
,did you bring a friend?
,did you know it's Freaky Friday?
,did you remember to bring the wet wipes?
,did you start without me?
,Diddle
,Diddly squat.
,Die in a fire.
,Dieing a virgin.
,Diet Cocaine™
,Diet Coke
,Diet Duke.
,Different-sex marriage.
,Diggin' shit canals and setting them on fire.
,Digging out belly lint.
,Digging up Heath Ledger and playing with his dick.
,Digging up Heath Ledger's corpse to reenact the prom scene from Ten Things I Hate About You.
,Dihydrogen Monoxide.* 
,Dildo Faggins and the Battle of Balls Deep.
,Dildo Saggins.
,Dimwitted Diplomats.
,Dingle and the berries
,dingleberries
,Dingus
,Dining at the CNE
,"Dining with cardboard cutouts of the cast of ""Friends."""
,Dining with cardboard cutouts of the cast of Friends.
,"Dinner at a fine restaurant with candlelight, small portions, tablecloths, and a remote-controlled bullet in your partner.*"
,Dinosaurs who wear armor and you ride them and they kick ass.
,Diplomatic immunity.
,Diplomatic pouch privileges
,Dipping out after Communion.
,Dipping.
,Direct-to-video sequels
,Directing your parents' sex tape.
,Dirk Diggler's gigantic penis.
,Dirt button
,Dirty Adult Diaper(s)
,Dirty Dancing.
,Dirty Diaper Laundry.
,Dirty Doggers
,Dirty dorm sponges.
,Dirty fingernails
,Dirty holiday sex
,Dirty hotel sex
,Dirty Moist Vagina
,Dirty Movies
,Dirty nappies.
,Dirty Panties
,Dirty spooning.
,Dirty Waltz.
,"Dirty, long fingernails."
,Dis bitch.
,dis old brack man
,Disabled reporters.
,Disapointed Jesus.
,Disappointment of my parents.
,Disappointment.
,Disapproving looks from childless couples
,Disastrously misunderstanding the purpose of a whale's blowhole.
,Disastrously misunderstanding the purpose of a whales blowhole.
,discarded foreskins
,Discharging a firearm in a residential area.
,Discharging dishonorably.
,Disciplining your roomba in front of your dogs.
,Disco fever.
,Disco Inferno.
,Disco Mussolini.
,Discolored Puss
,Discount liquor stores.
,Discovering a mysterious island inhabited solely by filthy monkey men.
,Discovering a new tattoo on your body with someone's name that you don't know.
,Discovering a used condom in the last bite of an eclair.
,Discovering he's a Tory.
,Discovering my passion for necrophilia.
,Discovering that he's hung like a lightswitch.
,Discovering that what I really want in life is to kill people and have sex with their corpses.
,Discovering that your significant other is shocked you masturbate.
,Discovering the rotting corpse of an elderly range worker while policing the firing line.
,"Discovering you date thinks she's a “squirter,” but it's really just pee."
,Discovering you have a latex allergy while losing your virginity.
,Discovering your 32 year old date is a virgin.          By choice.
,Discovering your battalion commander is really 3 midgets in a pair of ACUs.
,Discovering your child is the bully
,Discovering your commander's hidden stash of Jody cuckold porn.
,Discovering your date has dotted-line tattoos saying “cut here” on their wrists.
,Discrimination.
,Discussing coconuts' migratory patterns.
,Discussing poop with parents you've just met
,Discussing your favorite types of bondage on your first date.
,Disguising a fart with a cough.
,Disguising a queef as a fart.
,Disguising my herpes with enormous pubic hair.
,dismal thinkings
,Dismembering your business partner in the basement with a chainsaw.
,Disney movies
,Disney taking all my money.
,Disney's cryogenically frozen head.
,Disney® TV stars.
,Disneyland Darfur
,disobeying ourselves
,Dispelling this fiction that Barack Obama doesn't know what he's doing.
,Disposable Razorblade(s)
,Disposable Shitboard Bookcases from IKEA.
,Disregarding females and acquiring currency.
,Disruptive Innovation
,Dissecting frogs.
,Dissolving the body of a Saudi Arabian journalist in acid
,Disturbing donuts.
,Disturbingly European Jesus.
,Diva dance instructors.
,Diversity.
,Dividing by zero.
,Diving on the grenade
,"diving, and ducking, and screaming, and yelling"
,Divorce lawyer's contact information.
,Divorce.
,DIY Tampon
,DJ Finger Blast.
,DJ Lance™
,do it for science!
,Do laundry in the dishwasher.
,do me next
,Do Not Bounce.
,do you have any ice?
,do you have some rope?
,do you just want to do it yourself?
,do you need help getting off?
,do you want a banana smoothie?
,Do you want a Nutter Butter? They’re Delicious!
,do you want the top or the bottom?
,do you want to fluff my Garfield?
,do you want to know the secret to a good night's sleep?
,do you want to share a sausage pizza?
,Doc's bottomless stash of Motrin® and foot powder.
,Doc's extensive collection of lanced genital warts.
,Doc's secret weapon: The Silver Bullet!
,Docking
,Docking.
,Doctor Mengele.
,Doctors Without Borders without heads.
,Dodging alimony payments.
,Dodging the draft.
,does it always squirt that far?
,does the carpet match the drapes?
,doesn't that hurt?
,Dog farts
,Dog shit flavoured jelly beans
,Dog Shit Pie
,Dog slobber
,Doggie-Style
,Dogging
,Dogging.
,Doggy Style
,Doggy style.
,Doggy-style with a real doggy.
,Dogs
,Dogs in little sweaters
,Dogs in sweaters
,Doin' it in the butt.
,Doin' it up the bum.
,Doing 9/11.
,Doing a barrel roll.
,Doing a shit in Pudsey Bear's eyehole.
,Doing a shit in Pudsey Bear’s eyehole.
,Doing a somersault and barfing.
,Doing ass-to-ass with a .50 cal barrel and your bestest shipmate.
,Doing child drop-off in your pajamas
,Doing crimes.
,Doing explosions.
,Doing flips into a giant bowl of rainbow-colored cotton candy.
,Doing ho shit.
,Doing it by hand
,"Doing it doggy, no kissing."
,Doing it for the children.
,Doing it in the butt.
,Doing it the hard way
,Doing karate in the garage.
,Doing karate kicks while you push
,Doing karate.
,Doing Kegels to tighten up my vag
,doing lines of coke off of the baby-changing station in a Waffle House bathroom
,Doing my duty to your booty.
,Doing snow angels on Walmart's dirty floor
,Doing something stupid like running a full marathon for fun.
